"V1","V2","V3","V4","V5","V6"
"C6","H8","S10","H10","D10",6
"S4","C8","S9","D9","C9",6
"C7","D8","D9","H10","CJ",5
"H2","SJ","HJ","CJ","SK",6
"S2","S3","D3","C3","C5",6
"S3","H3","D3","D5","DQ",6
"C9","H10","HJ","CQ","SK",5
"S2","D4","SQ","HQ","CQ",6
"H2","S6","H6","D6","S9",6
"CA","S4","H4","D4","SJ",6
"H4","D4","C4","HQ","CQ",3
"SA","CA","S9","D9","C9",3
"H2","D2","C2","D4","C5",6
"C2","D4","S8","D8","C8",6
"C3","C8","C9","C10","CJ",4
"H5","D5","C5","S9","HQ",6
"S3","D3","C3","C8","D10",6
"DA","D3","D4","D6","D9",4
"H2","H6","H7","H9","HK",4
"SA","HA","DA","D4","S5",6
"SA","HA","DA","D2","H8",6
"D6","D7","C8","H9","C10",5
"H5","D5","C5","CJ","SQ",6
"D3","H4","S5","H6","C7",5
"H8","S9","C10","CJ","DQ",5
"C5","S8","H8","C8","C10",6
"C2","H3","D3","C3","SJ",6
"S6","S10","H10","C10","DQ",6
"S3","S4","H4","D4","D9",6
"C2","C5","C8","C9","C10",4
"H2","D2","C2","D3","S8",6
"H2","CJ","SQ","HQ","CQ",6
"C6","S8","SK","DK","CK",6
"SA","H9","SK","DK","CK",6
"S3","H3","C3","S6","D7",6
"H4","H5","D6","C7","C8",5
"S3","S4","H4","C4","C5",6
"HA","C10","DJ","HQ","CK",5
"S3","D3","C3","H5","CQ",6
"CA","C6","C7","C8","C9",4
"D2","S9","HJ","DJ","CJ",6
"SA","H9","D9","C9","DJ",6
"S2","H2","C2","H5","C6",6
"H3","D3","C3","D5","D6",6
"C8","S9","H10","HJ","SQ",5
"D4","H9","D9","C9","HJ",6
"H3","C7","HJ","DJ","CJ",6
"S7","S8","C9","H10","HJ",5
"DA","C3","S7","D7","C7",6
"S4","H5","D5","C5","D8",6
"D7","D8","S9","C10","DJ",5
"D3","C5","S6","D6","C6",6
"S5","C7","SJ","HJ","CJ",6
"C3","HQ","SK","DK","CK",6
"C5","H7","H10","D10","C10",6
"DA","H3","D3","C3","DJ",6
"S8","H8","D8","C8","CJ",2
"CA","S2","D2","C2","S7",6
"D4","S7","S8","D8","C8",6
"C6","H7","D8","H9","D10",5
"S2","H2","D2","D9","DQ",6
"S2","CQ","SK","HK","CK",6
"S6","C6","SQ","HQ","DQ",3
"S3","S8","H8","D8","S9",6
"H6","C7","SJ","HJ","CJ",6
"D3","S5","SQ","DQ","CQ",6
"C5","H6","C7","C8","S9",5
"D2","H3","S9","D9","C9",6
"D5","SJ","HJ","DJ","SK",6
"C2","SQ","HQ","CQ","DK",6
"C3","D6","SK","HK","CK",6
"SA","C5","SK","HK","DK",6
"S4","D4","C4","H9","C9",3
"HA","S4","D4","C4","D6",6
"H2","C3","C4","C5","S6",5
"H2","C3","H4","S5","C6",5
"D8","S9","H10","CJ","SQ",5
"S2","S4","H4","C4","D9",6
"H2","D3","S7","D7","C7",6
"SA","S4","H4","C4","D6",6
"C2","S5","S6","D6","C6",6
"DA","S9","S10","H10","D10",6
"S4","C4","S5","H5","D5",3
"H3","D3","C3","H5","CK",6
"C5","C7","SJ","HJ","CJ",6
"S3","CQ","SK","HK","CK",6
"S4","D4","C4","D8","SQ",6
"H2","S9","D9","C9","HQ",6
"H3","D3","C3","D4","C7",6
"H3","D7","S9","D9","C9",6
"H8","S9","S10","SJ","HQ",5
"D4","S9","H9","C9","DQ",6
"SA","HA","DA","C9","DJ",6
"S2","H2","C2","D3","H10",6
"C7","H8","D9","H10","CJ",5
"C3","C4","H10","D10","C10",6
"S9","C10","SJ","DQ","CK",5
"D6","C7","S9","D9","C9",6
"D2","H9","D9","C9","CJ",6
"D5","SJ","HJ","CJ","DK",6
"D5","C5","S8","D8","C8",3
"D3","S6","H6","D6","C10",6
"HA","S7","D7","C7","C10",6
"C7","D8","C9","S10","CJ",5
"H6","D6","C6","S10","DQ",6
"S3","S5","H5","C5","C10",6
"H3","D3","C3","D5","C5",3
"H3","C8","SQ","HQ","DQ",6
"S6","D6","C6","H8","DK",6
"S5","D5","C5","C8","SQ",6
"S3","H3","C3","H10","CQ",6
"C2","D3","S8","H8","D8",6
"DA","H3","D3","C3","H7",6
"D4","S6","H6","C6","C9",6
"S4","H4","C4","C6","C9",6
"S3","H3","C3","S8","D10",6
"SA","CA","S6","H6","C6",3
"C2","D6","H7","D7","C7",6
"H6","S10","H10","C10","HJ",6
"S7","H7","C7","S10","HK",6
"DA","H4","S6","H6","C6",6
"H4","C5","H6","D7","H8",5
"D2","S4","D4","C4","DK",6
"SA","HA","CA","C4","S10",6
"H6","D6","C6","S9","H10",6
"S4","D4","C4","C5","C7",6
"S4","SQ","SK","HK","CK",6
"S4","H4","D4","D7","DQ",6
"CA","S6","H6","D6","SK",6
"H6","H7","D7","C7","DK",6
"S2","S6","H6","D6","D7",6
"S2","H2","D2","C6","CK",6
"HA","S2","D2","C2","C7",6
"S7","H7","C7","D10","HQ",6
"SA","HA","DA","D4","D7",6
"H5","D5","C5","S7","HQ",6
"H2","D2","SJ","HJ","CJ",3
"D4","H5","H6","H7","H8",5
"H2","H4","D4","C4","D10",6
"CA","HJ","HQ","DQ","CQ",6
"H3","D4","D5","C6","H7",5
"H2","C6","S7","D7","C7",6
"S2","D3","SQ","HQ","CQ",6
"D2","S3","H4","D4","C4",6
"H2","C2","SK","DK","CK",3
"DA","S2","H2","C2","S3",6
"C3","H4","SJ","HJ","DJ",6
"H3","D7","HJ","DJ","CJ",6
"D2","H3","S4","H5","S6",5
"HA","DA","CA","H7","CK",6
"S3","S6","H6","D6","CJ",6
"SA","DA","CA","H4","SK",6
"HA","DA","CA","H10","HK",6
"D4","D5","S6","S7","C8",5
"H2","C7","H9","D9","C9",6
"S2","S3","S5","S8","SK",4
"HA","S3","H3","C3","HQ",6
"S5","H5","D5","D6","C10",6
"D9","S10","HJ","CQ","SK",5
"S2","H2","D2","H8","S9",6
"HA","H10","SJ","CQ","DK",5
"HA","S3","H3","D3","S10",6
"H6","H7","S8","S9","S10",5
"S5","S6","H6","D6","DQ",6
"C5","S6","D6","C6","C9",6
"H5","D5","C5","S7","D8",6
"CA","C2","C8","C10","CQ",4
"C5","D9","SJ","HJ","CJ",6
"CA","D7","S10","D10","C10",6
"D2","D4","S5","D5","C5",6
"S4","D4","SK","DK","CK",3
"S3","H3","C3","S4","DQ",6
"SJ","CJ","SK","DK","CK",3
"SA","HA","DA","D5","SJ",6
"C2","C3","C4","C6","C7",4
"H5","C6","S10","D10","C10",6
"CA","S6","H6","C6","DK",6
"S3","H7","HQ","DQ","CQ",6
"S2","H2","D2","D3","SK",6
"C2","C5","C6","CJ","CQ",4
"C3","S5","SQ","DQ","CQ",6
"S2","H2","C2","D6","HK",6
"H2","C7","SJ","HJ","CJ",6
"C2","C8","S10","H10","D10",6
"C3","H7","H8","D8","C8",6
"S2","S3","S6","S7","SK",4
"C6","C7","C10","CQ","CK",4
"S3","H3","C3","S9","HQ",6
"S8","D8","HQ","DQ","CQ",3
"DA","H2","D2","C2","H7",6
"H2","S6","H6","D6","CK",6
"H2","D2","C2","D3","HK",6
"SA","DA","CA","D3","D8",6
"HA","DA","CA","S6","C6",3
"H7","D9","SK","DK","CK",6
"D2","H3","C4","C5","D6",5
"S3","D3","C3","H4","C5",6
"S3","D5","SQ","HQ","CQ",6
"CA","D5","SK","HK","DK",6
"SA","DA","CA","H7","D8",6
"H9","D9","C9","HQ","CQ",3
"CA","S2","S7","H7","C7",6
"H3","S5","SK","HK","DK",6
"CA","C2","C4","C6","C7",4
"S4","D4","C4","C8","HQ",6
"CA","C4","C5","C7","C8",4
"S7","H7","D7","D9","SK",6
"H7","C10","SJ","DJ","CJ",6
"D2","S3","D3","C3","D6",6
"C5","H6","C7","C8","C9",5
"CA","S3","H3","C3","S8",6
"S5","H5","C5","C7","CQ",6
"H6","D10","SK","HK","CK",6
"D5","S9","H9","D9","CK",6
"DA","S2","H2","C2","C10",6
"DA","H10","SJ","CQ","CK",5
"H6","D6","C6","S9","DK",6
"D2","S10","H10","C10","SJ",6
"C7","S8","C9","H10","SJ",5
"S6","H9","D9","C9","SJ",6
"C3","C7","HQ","DQ","CQ",6
"CA","S2","D2","C2","CQ",6
"DA","D5","D6","D9","DQ",4
"C3","C4","C5","C7","C10",4
"CA","S7","H7","C7","DK",6
"CA","S2","H2","D2","H8",6
"S10","C10","HQ","DQ","CQ",3
"H3","D3","C3","HJ","SQ",6
"D9","C10","HJ","SQ","DK",5
"H2","H3","D4","H5","D6",5
"D2","S3","H4","D5","C6",5
"H5","S6","H7","S8","H9",5
"H2","H6","H8","H9","HK",4
"S4","D5","D6","C7","S8",5
"S2","D2","C2","H9","CQ",6
"S5","S8","H8","C8","D10",6
"HA","S3","D3","C3","S7",6
"H9","C10","SJ","SQ","SK",5
"S2","SJ","DJ","CJ","HK",6
"H2","D2","C2","C6","C8",6
"D5","HQ","DQ","CQ","SK",6
"DA","H4","D4","C4","C8",6
"D2","C4","HQ","DQ","CQ",6
"C4","S7","S8","D8","C8",6
"SA","S4","D4","C4","D7",6
"S3","H3","C3","D4","S7",6
"C6","H7","S8","S9","D10",5
"S6","C7","D8","C9","S10",5
"S5","D5","C5","D10","CJ",6
"H5","S6","C7","S8","D9",5
"D3","D6","DJ","DQ","DK",4
"S7","D8","D9","H10","HJ",5
"C2","HJ","DJ","CJ","SQ",6
"SA","S8","H8","D8","S9",6
"H2","D2","C2","S8","C9",6
"S3","H3","C3","D4","SJ",6
"S2","D2","C2","S6","CK",6
"S3","S4","H4","C4","C6",6
"SA","DA","CA","DJ","CK",6
"S2","H2","D2","H5","S7",6
"S2","S9","H9","C9","H10",6
"HA","S10","HJ","SQ","DK",5
"S2","S10","H10","D10","C10",2
"H5","S8","H8","C8","H9",6
"SA","HA","CA","S5","D10",6
"HA","S6","H6","C6","CQ",6
"C4","S5","D5","C5","DQ",6
"HA","DA","CA","S4","D4",3
"S6","S7","SK","HK","CK",6
"HA","S2","D2","C2","DJ",6
"HA","H3","H9","H10","HQ",4
"H8","D9","C10","CJ","HQ",5
"S3","C4","H6","D6","C6",6
"S3","C6","S10","H10","D10",6
"S3","H3","D3","H8","HK",6
"S4","H4","C4","C7","HK",6
"S5","S6","H7","S8","D9",5
"H6","S8","H8","C8","DJ",6
"H6","S7","C8","C9","H10",5
"D6","D7","D9","D10","DJ",4
"CA","SQ","HQ","DQ","HK",6
"S4","D7","H10","D10","C10",6
"SA","HA","CA","C4","DQ",6
"SA","C10","HJ","DQ","HK",5
"H7","D8","C9","S10","DJ",5
"D2","S3","D3","C3","C6",6
"CA","C4","C5","C9","CJ",4
"C3","S6","H6","C6","HK",6
"C5","H7","D7","C7","H9",6
"H7","D7","C7","D8","CQ",6
"D2","S4","D4","C4","CJ",6
"H6","S9","H9","D9","DK",6
"S4","H4","C4","C5","HJ",6
"D4","S6","D6","C6","H8",6
"S2","H5","SJ","HJ","DJ",6
"SA","HJ","DJ","CJ","DQ",6
"D5","S8","H8","C8","HQ",6
"S2","D2","C2","H5","HJ",6
"H3","S8","H8","D8","S10",6
"C5","S8","SQ","HQ","CQ",6
"D9","H10","CJ","SQ","DK",5
"S6","S7","SJ","DJ","CJ",6
"CA","C2","C3","C4","CJ",4
"C2","S4","H4","C4","C9",6
"S2","S8","S9","S10","SJ",4
"D2","H6","D6","C6","D9",6
"S7","H7","C7","S10","D10",3
"D2","S5","H5","D5","S7",6
"H4","H7","H9","HQ","HK",4
"S2","D2","C2","H6","C6",3
"D4","H8","D8","C8","H10",6
"C2","S3","H3","C3","C5",6
"DA","S3","SQ","DQ","CQ",6
"H3","D3","C3","S9","SQ",6
"S3","H3","C3","H8","C9",6
"HA","DA","CA","C5","H6",6
"DA","H10","HJ","HQ","CK",5
"S5","H5","C5","S8","D9",6
"S5","C9","SK","DK","CK",6
"S2","D2","C2","C3","D4",6
"D4","D6","D10","DJ","DK",4
"DA","S2","S8","H8","D8",6
"SA","HA","CA","D4","C9",6
"CA","S4","S9","H9","D9",6
"SA","HA","CA","S6","DJ",6
"HA","H4","H8","H9","HQ",4
"S2","H2","C2","H3","HJ",6
"C2","DJ","SQ","HQ","CQ",6
"S4","S8","H8","C8","C10",6
"H3","D3","C3","D5","SK",6
"S2","S3","D4","H5","H6",5
"H10","C10","SK","DK","CK",3
"H2","H3","H5","H6","H7",4
"S2","SJ","HJ","DJ","DK",6
"C5","SQ","HK","DK","CK",6
"SA","HA","CA","S2","C6",6
"HA","D7","HK","DK","CK",6
"SA","HA","CA","D2","H5",6
"HA","H2","H4","H7","H10",4
"D5","S7","H7","D7","S9",6
"C4","S5","H5","D5","S8",6
"D8","C9","C10","DJ","HQ",5
"S5","S7","D7","C7","DK",6
"SA","S10","DJ","HQ","DK",5
"D2","S3","D3","C3","C8",6
"DA","S2","S3","S4","C5",5
"HA","S10","SJ","DQ","SK",5
"S3","D3","C3","D8","C8",3
"S4","H4","SK","HK","DK",3
"S2","H2","D2","H3","SK",6
"H2","C2","HQ","DQ","CQ",3
"H3","D3","SK","DK","CK",3
"S6","H6","C6","S8","C8",3
"D4","C5","HJ","DJ","CJ",6
"H8","H9","D10","CJ","CQ",5
"CA","D5","H10","D10","C10",6
"H2","D2","C2","D6","SQ",6
"S4","C5","S6","D7","D8",5
"H4","D4","C4","D6","SK",6
"C6","S8","SJ","HJ","DJ",6
"CA","S4","H4","D4","D7",6
"S7","D7","C7","H9","SQ",6
"DA","S9","H9","C9","DK",6
"S2","D2","C2","H3","S4",6
"C2","H10","D10","C10","DJ",6
"SA","S9","H9","C9","CJ",6
"C4","S10","H10","D10","HQ",6
"SA","C2","S3","C4","S5",5
"DA","S10","D10","C10","CQ",6
"D6","S7","H7","D7","CK",6
"H9","C10","DJ","HQ","HK",5
"H4","S10","D10","C10","DJ",6
"H8","D9","C10","HJ","DQ",5
"H4","S5","D5","C5","S10",6
"H4","D4","C4","C5","S10",6
"C6","H10","D10","C10","HJ",6
"S4","H4","D4","S6","HJ",6
"D5","D10","SQ","DQ","CQ",6
"D5","CJ","SQ","HQ","DQ",6
"S6","H6","C6","SJ","DK",6
"S7","H7","D7","SK","HK",3
"S5","D5","C5","D7","SQ",6
"H3","D3","C3","D8","HQ",6
"H6","C7","D8","D9","D10",5
"S3","S7","SJ","DJ","CJ",6
"C4","S5","H5","C5","S9",6
"S4","S8","D8","C8","S10",6
"S2","S5","H5","C5","C6",6
"H4","D5","SK","HK","DK",6
"D2","H8","D8","C8","C9",6
"S3","S6","D6","C6","CJ",6
"S2","S5","H5","D5","HK",6
"CA","D2","H10","D10","C10",6
"H6","D6","C6","S9","SJ",6
"D3","D6","D7","D10","DK",4
"S7","D7","C7","S9","HJ",6
"S4","H4","C4","C5","S8",6
"SA","HA","DA","CJ","HK",6
"H2","D2","C2","H10","C10",3
"S2","H2","D2","H10","CQ",6
"SA","HA","CA","D2","H9",6
"S2","D2","C2","H3","HK",6
"HA","D4","S7","H7","C7",6
"C6","H10","SJ","DJ","CJ",6
"S2","H2","D2","D6","S9",6
"CA","S10","H10","D10","CQ",6
"H4","D5","C6","S7","S8",5
"S5","HJ","DJ","CJ","HK",6
"D4","S5","D5","C5","CQ",6
"HA","C8","SQ","DQ","CQ",6
"D3","C6","SQ","HQ","DQ",6
"DA","S4","H4","D4","S5",6
"S6","D6","C6","H8","DQ",6
"S2","H3","D3","C3","D8",6
"S3","D3","C3","C7","H9",6
"HA","H2","H3","H6","HK",4
"SA","S2","H3","C4","S5",5
"DA","S4","H4","D4","D6",6
"C3","S5","S8","H8","C8",6
"C2","S3","H3","D3","C8",6
"D2","D4","D6","D7","DJ",4
"SA","DA","CA","S3","C4",6
"S3","D7","H8","D8","C8",6
"SA","S7","D7","C7","C10",6
"C4","H10","D10","C10","DK",6
"C4","H7","D7","C7","H10",6
"S5","H5","D5","C5","DK",2
"CA","S10","CJ","DQ","SK",5
"H3","C4","H5","H6","H7",5
"S7","H10","HK","DK","CK",6
"C2","C4","C7","C10","CQ",4
"S3","C4","H5","D6","S7",5
"C2","C3","S4","D5","C6",5
"H7","S8","H9","D9","C9",6
"H3","S4","H4","C4","HQ",6
"C3","D8","SQ","HQ","DQ",6
"D4","C5","S10","H10","D10",6
"CA","S4","HJ","DJ","CJ",6
"H4","D4","C4","D8","H9",6
"SA","DA","CA","S4","C10",6
"CA","C4","C6","C10","CK",4
"S2","D2","C2","H6","H8",6
"H7","D7","C7","H10","SK",6
"SA","S5","HK","DK","CK",6
"HA","S10","SJ","SQ","HK",5
"D7","H8","S9","H10","CJ",5
"C4","HJ","SQ","HQ","CQ",6
"H6","D6","HQ","DQ","CQ",3
"H2","D2","C2","D7","C7",3
"SA","HA","CA","S7","H10",6
"D4","S7","D7","C7","C10",6
"S3","D3","C3","D6","HK",6
"S2","H2","C2","H6","C10",6
"CA","S3","H3","C3","S10",6
"S4","H4","D4","D8","DK",6
"S4","H5","S6","S7","H8",5
"DA","H8","D8","C8","DJ",6
"C4","H6","SJ","HJ","DJ",6
"DA","D2","S3","S4","D5",5
"S6","D6","C6","H8","H10",6
"C3","S4","C5","S6","S7",5
"D3","D4","D9","DQ","DK",4
"C5","C6","H7","S8","D9",5
"H2","D2","C2","C3","D9",6
"HA","DA","CA","H6","SQ",6
"H5","D5","C5","D6","C9",6
"SA","S5","S6","S10","SK",4
"S3","D3","C3","HQ","HK",6
"SA","HA","CA","S3","DK",6
"C8","H9","H10","DJ","SQ",5
"S5","D5","C5","S10","H10",3
"C2","C5","S9","H9","D9",6
"C3","S5","D5","C5","D10",6
"CA","S9","SQ","HQ","CQ",6
"HA","S6","H6","C6","H8",6
"SA","S9","D9","C9","HQ",6
"HA","H2","H10","HJ","HK",4
"D9","C10","DJ","CQ","SK",5
"H6","S9","H9","D9","CQ",6
"H2","H3","H6","H7","HJ",4
"S5","D5","C5","C7","H9",6
"S2","H2","C2","D5","S6",6
"D6","H9","D9","C9","S10",6
"D5","C8","HK","DK","CK",6
"H3","S4","D4","C4","C7",6
"S3","D3","C3","C5","S7",6
"D4","C4","S6","H6","D6",3
"C6","C9","H10","D10","C10",6
"C7","S8","H9","C10","DJ",5
"S2","D3","D4","C5","H6",5
"D2","S10","H10","D10","CQ",6
"D8","S9","H10","HJ","CQ",5
"CA","C2","S3","C4","H5",5
"S2","H2","C2","D7","SJ",6
"D2","S4","H4","D4","CK",6
"H3","D7","S10","H10","C10",6
"C2","S6","H6","D6","HK",6
"H6","SJ","HJ","DJ","SQ",6
"SA","S5","H5","C5","D6",6
"H2","H3","D3","C3","H9",6
"D3","S8","H8","C8","CK",6
"H3","H6","SK","DK","CK",6
"S2","H7","S10","H10","C10",6
"S4","H4","C4","C9","CJ",6
"C6","H10","D10","C10","DJ",6
"H6","C6","SK","DK","CK",3
"DA","S2","D2","C2","D9",6
"H4","D4","C4","S7","CJ",6
"D2","S3","H3","D3","HK",6
"D2","S9","SJ","DJ","CJ",6
"D4","D8","S9","D9","C9",6
"H7","D7","C7","H9","DJ",6
"HA","S2","D2","C2","D7",6
"D3","S6","SJ","HJ","CJ",6
"C6","CJ","SQ","HQ","CQ",6
"D5","D8","SJ","HJ","DJ",6
"S2","H2","C2","C5","HK",6
"H4","S5","H5","D5","C7",6
"S2","D2","C2","S4","H4",3
"CA","D10","CJ","CQ","CK",5
"HA","DA","CA","S8","D9",6
"D8","D9","D10","SJ","HQ",5
"H3","D10","SJ","DJ","CJ",6
"D4","SJ","SQ","HQ","CQ",6
"H5","H9","SQ","HQ","DQ",6
"SA","D6","HQ","DQ","CQ",6
"S3","H3","C3","D6","D10",6
"S4","H4","D4","S8","HK",6
"C3","H7","D7","C7","S9",6
"HA","S9","S10","H10","D10",6
"H3","D3","C3","D5","HK",6
"S3","D3","C3","D4","D6",6
"H6","C7","S8","H8","D8",6
"S4","D4","C4","S10","CK",6
"D2","D4","D5","D10","DK",4
"S2","D2","C2","SJ","CK",6
"S3","S5","S7","S8","SJ",4
"CA","H5","D5","C5","C9",6
"S3","C4","S5","H6","H7",5
"SA","S8","D8","C8","DK",6
"HA","DA","CA","C9","CQ",6
"S3","H3","C3","D4","H6",6
"DA","S4","D4","C4","H10",6
"HA","DA","CA","H2","C7",6
"S2","H2","C2","HQ","HK",6
"H3","D3","C3","H8","DJ",6
"DA","D5","S9","D9","C9",6
"H2","D2","C2","C3","SQ",6
"H3","D3","C3","C7","C9",6
"SA","H7","SQ","DQ","CQ",6
"SA","DA","H5","D5","C5",3
"H5","D6","HJ","DJ","CJ",6
"SA","S4","S7","SQ","SK",4
"H6","D6","C6","S7","S9",6
"S2","D2","C2","H5","H9",6
"H7","D8","C9","D10","DJ",5
"CA","C3","C4","CJ","CQ",4
"H4","H5","H6","H8","H9",4
"S5","D5","C5","S10","DQ",6
"C4","H9","HQ","DQ","CQ",6
"S5","H5","C5","S10","CK",6
"DA","D6","H10","D10","C10",6
"S2","S6","H6","D6","C6",2
"S2","S3","S8","D8","C8",6
"C3","S5","S7","D7","C7",6
"S4","D4","C4","D8","DJ",6
"S9","S10","SJ","HQ","CK",5
"S2","H2","D2","S4","C8",6
"H9","C10","CJ","SQ","CK",5
"S2","S7","D7","C7","HK",6
"S3","D3","C3","H4","H5",6
"C5","DJ","SK","DK","CK",6
"DA","D4","D7","D10","DQ",4
"D3","C7","H10","D10","C10",6
"SA","H2","S3","D3","C3",6
"S4","H4","D4","S8","C8",3
"SA","H10","CJ","CQ","CK",5
"CA","C2","C3","C4","D5",5
"H3","D3","C3","C4","S8",6
"SA","HA","DA","H3","D9",6
"S8","H8","D8","C8","CK",2
"S4","H4","C4","S6","C9",6
"SA","S6","S10","SJ","SK",4
"C5","S8","H8","D8","DJ",6
"D3","H6","D6","C6","S9",6
"S4","C9","SK","HK","DK",6
"H2","D2","C2","H5","SK",6
"S2","H2","D2","S3","C9",6
"SA","C5","SQ","DQ","CQ",6
"HA","S2","H2","D2","D6",6
"S6","S7","H7","D7","D8",6
"C2","HJ","SK","HK","DK",6
"H4","S5","H5","D5","HJ",6
"CA","C3","C4","C7","C8",4
"S2","H2","C2","C4","D7",6
"D2","H4","D4","C4","S9",6
"CA","H10","CJ","DQ","DK",5
"HA","DA","CA","S6","S7",6
"S4","H4","D4","S5","H10",6
"S5","S9","D9","C9","S10",6
"S7","S8","D8","C8","D10",6
"S7","SJ","HJ","CJ","CQ",6
"C7","S8","D9","H10","DJ",5
"SA","C10","HK","DK","CK",6
"C3","S4","H4","D4","H6",6
"SA","S3","D3","C3","C7",6
"S5","H5","C5","D9","H10",6
"H9","S10","SJ","CQ","SK",5
"D4","S5","H5","D5","SQ",6
"C4","H8","D8","C8","C10",6
"S2","S8","H8","D8","S10",6
"S9","H9","C9","S10","C10",3
"S3","H3","D3","D5","D7",6
"S2","H2","D2","SK","DK",3
"H7","CQ","HK","DK","CK",6
"CA","H10","SJ","DQ","CK",5
"SA","S5","S7","SQ","SK",4
"DA","D3","D4","D6","D8",4
"D4","H6","S9","H9","C9",6
"SA","DA","CA","H2","D10",6
"H5","S6","H6","C6","D7",6
"CA","C7","CJ","CQ","CK",4
"DA","H7","D7","C7","HK",6
"S2","D2","C2","D6","S10",6
"S5","H5","D5","C9","HQ",6
"C3","S5","H5","D5","S9",6
"H7","DQ","SK","HK","DK",6
"S4","D4","C4","D9","DK",6
"S2","H3","D3","C3","CJ",6
"H6","S10","H10","C10","DJ",6
"H6","S9","S10","D10","C10",6
"H7","C8","S10","H10","C10",6
"H2","C2","H6","D6","C6",3
"HA","D4","SJ","HJ","CJ",6
"CA","C10","CJ","HQ","SK",5
"HA","H6","S7","D7","C7",6
"C3","S4","D4","C4","S5",6
"C4","D9","S10","H10","C10",6
"H2","D2","C2","D8","DK",6
"S2","H2","C2","C7","CQ",6
"C5","C9","SJ","DJ","CJ",6
"S4","S5","D5","C5","D10",6
"H7","D7","C7","S8","H10",6
"H5","D5","SJ","HJ","CJ",3
"S3","D3","C3","D4","DQ",6
"C7","D8","H9","C10","DJ",5
"H7","D7","S8","H8","C8",3
"C5","C7","S8","H8","D8",6
"C2","C3","C8","C9","C10",4
"CA","S3","D3","C3","S8",6
"C4","D8","S9","H9","C9",6
"S5","H5","D5","C6","C7",6
"H4","C6","SQ","DQ","CQ",6
"S2","H2","D2","D6","C10",6
"DA","S5","SJ","HJ","CJ",6
"D2","C3","D4","D5","D6",5
"S2","H2","C2","C8","CQ",6
"SA","S4","S7","S8","S10",4
"DA","S10","SJ","CQ","HK",5
"H2","D2","C2","S4","S7",6
"H6","SJ","HJ","DJ","CQ",6
"S2","C7","SQ","HQ","CQ",6
"H4","D4","C4","H10","SJ",6
"C6","S7","H8","C9","S10",5
"HA","H2","H7","H9","HK",4
"SA","S9","SQ","HQ","CQ",6
"H3","D3","C3","SQ","CQ",3
"H3","D3","C3","H8","D8",3
"H3","D4","S5","C6","S7",5
"S6","D6","C6","H10","SJ",6
"C2","S7","H7","D7","C10",6
"H5","S7","H7","D7","DK",6
"C6","H7","S8","D9","H10",5
"H3","SJ","DJ","CJ","CQ",6
"S4","H5","S6","S7","C8",5
"C3","C8","SK","DK","CK",6
"S4","D4","C4","C6","CK",6
"S2","D5","SK","HK","CK",6
"C6","D9","S10","H10","D10",6
"DA","SJ","HJ","DJ","CK",6
"S5","D6","S7","C8","S9",5
"DA","S4","H4","C4","D9",6
"H3","H4","S5","H6","C7",5
"H6","D6","C6","H8","HQ",6
"S10","H10","D10","HK","DK",3
"S4","H4","C4","S6","DJ",6
"D2","H5","H8","D8","C8",6
"H4","D8","S10","H10","C10",6
"H7","HQ","SK","HK","CK",6
"H3","H8","D8","C8","D9",6
"HA","DA","CA","H2","DJ",6
"C2","S6","SQ","HQ","CQ",6
"S3","S4","H4","C4","CJ",6
"H6","S8","SK","DK","CK",6
"D5","S8","H8","C8","H10",6
"S2","D2","C2","C5","D6",6
"S4","H4","C4","H6","D7",6
"S2","H2","C2","C9","SK",6
"S3","H3","C3","D6","HK",6
"S7","HJ","HK","DK","CK",6
"S2","H2","C2","S4","C8",6
"CA","S3","D3","C3","D4",6
"D3","H4","D5","D6","S7",5
"D4","S8","H8","C8","C10",6
"DA","C4","HK","DK","CK",6
"S2","H2","C2","C6","D10",6
"H3","H6","H8","H10","HK",4
"H2","D2","C2","S8","SJ",6
"H2","H10","HJ","DJ","CJ",6
"C3","H8","H10","D10","C10",6
"D4","S7","H7","D7","HJ",6
"S3","D6","H8","D8","C8",6
"H6","S9","SQ","DQ","CQ",6
"S2","D2","C2","D10","DK",6
"H2","D2","C2","H5","C5",3
"D4","H8","D8","C8","C10",6
"H4","C4","HK","DK","CK",3
"HA","D2","SK","DK","CK",6
"DA","H8","D8","C8","CK",6
"SA","C10","HJ","DQ","SK",5
"H7","S8","S9","D10","DJ",5
"D3","HJ","DJ","CJ","HQ",6
"HA","D3","S9","D9","C9",6
"S6","H6","C6","S9","C9",3
"C8","S9","S10","HJ","CQ",5
"C6","C7","C8","C9","CQ",4
"S5","H5","C5","D6","S9",6
"H3","D3","C3","D8","CQ",6
"D2","H7","D7","C7","SJ",6
"H3","S7","D7","C7","C8",6
"C6","C7","S8","C9","D10",5
"H4","D4","C4","C6","DK",6
"CA","C2","S3","D3","C3",6
"D5","H8","D8","C8","SK",6
"S5","D5","C5","D6","D7",6
"D3","S5","S8","H8","D8",6
"C5","H6","S9","D9","C9",6
"SA","DA","CA","S3","DQ",6
"HA","DA","CA","D4","H10",6
"S4","H4","C4","H8","SJ",6
"C3","D4","SJ","HJ","DJ",6
"C3","S4","H4","D4","CK",6
"H6","H8","SK","DK","CK",6
"S7","H7","D7","H9","SJ",6
"D7","D8","D9","S10","CJ",5
"C2","C4","C6","C8","CJ",4
"SA","HA","DA","H5","DQ",6
